region,programme_title,p1_site,p1_speciality,p2_site,p2_speciality,p3_site,p3_speciality,p4_site,p4_speciality,p4_description,p5_site,p5_speciality,p5_description,p6_site,p6_speciality,p6_description
East,ScotE08002,Ninewells Hospital,Trauma and Orthopaedic Surgery,Perth Royal Infirmary,General (Internal) Medicine,Ninewells Hospital,Gastroenterology,Ninewells Hospital,Geriatric Medicine,Community based working across Tayside,Ninewells Hospital,Emergency Medicine,working across Tayside,Ninewells Hospital,Obstetrics and Gynaecology,
East,ScotE08003,Perth Royal Infirmary,General (Internal) Medicine,Ninewells Hospital,Gastroenterology,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Obstetrics and Gynaecology,,Ninewells Hospital,Geriatric Medicine,Community based working across Tayside,Ninewells Hospital,Emergency Medicine,
East,ScotE08004,Perth Royal Infirmary,General (Internal) Medicine,Carseview Centre,General Psychiatry,Ninewells Hospital,Trauma and Orthopaedic Surgery,NHS Tayside,General Practice,,Kingsway Care Centre,Old Age Psychiatry,Old Age Psychiatry and Liaison Psychiatry,Ninewells Hospital,Infectious Diseases,
East,ScotE08005,Carseview Centre,General Psychiatry,Ninewells Hospital,Trauma and Orthopaedic Surgery,Perth Royal Infirmary,General (Internal) Medicine,Ninewells Hospital,Infectious Diseases,Infectious Diseases and Acute Internal Medicine,NHS Tayside,General Practice,,Ninewells Hospital,Old Age Psychiatry,Old Age Psychiatry and Liaison Psychiatry
East,ScotE08006,Ninewells Hospital,Trauma and Orthopaedic Surgery,Perth Royal Infirmary,General (Internal) Medicine,Carseview Centre,General Psychiatry,Kingsway Care Centre,Old Age Psychiatry,Old Age Psychiatry and Liaison Psychiatry,Ninewells Hospital,Infectious Diseases,Infectious Diseases and Acute Internal Medicine,NHS Tayside,General Practice,
East,ScotE08007,Ninewells Hospital,General Surgery,Ninewells Hospital,Emergency Medicine,Ninewells Hospital,Haematology,Ninewells Hospital,Intensive Care Medicine,,Ninewells Hospital,Cardiology,Cardiology and Acute Internal Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,
East,ScotE08008,Ninewells Hospital,Emergency Medicine,Ninewells Hospital,Haematology,Ninewells Hospital,General Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Intensive Care Medicine,,Ninewells Hospital,Cardiology,Cardiology and Acute Internal Medicine
East,ScotE08009,Ninewells Hospital,Haematology,Ninewells Hospital,General Surgery,Ninewells Hospital,Emergency Medicine,Ninewells Hospital,Cardiology,Cardiology and Acute Internal Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Intensive Care Medicine,
East,ScotE08010,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Urology,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,General (Internal) Medicine,"General (Internal) Medicine, Stroke Medicine and Acute Internal Medicine",Ninewells Hospital,Geriatric Medicine,
East,ScotE08011,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Urology,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,Geriatric Medicine,,Ninewells Hospital,Trauma and Orthopaedic Surgery,,Ninewells Hospital,General (Internal) Medicine,"General (Internal) Medicine, Stroke Medicine and Acute Internal Medicine"
East,ScotE08012,Ninewells Hospital,Urology,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,General (Internal) Medicine,"General (Internal) Medicine, Stroke Medicine and Acute Internal Medicine",Ninewells Hospital,Geriatric Medicine,,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside
East,ScotE09001,Ninewells Hospital,Gastroenterology,Ninewells Hospital,Gastroenterology,Ninewells Hospital,General Surgery,Ninewells Hospital,General Surgery,working across Tayside,Ninewells Hospital,Acute Internal Medicine,,Ninewells Hospital,Paediatrics,
East,ScotE09002,Ninewells Hospital,General Surgery,Ninewells Hospital,General Surgery,Ninewells Hospital,Acute Internal Medicine,Ninewells Hospital,Paediatrics,,Ninewells Hospital,Gastroenterology,,Ninewells Hospital,Gastroenterology,
East,ScotE09003,Ninewells Hospital,Acute Internal Medicine,Ninewells Hospital,Paediatrics,Ninewells Hospital,Gastroenterology,Ninewells Hospital,Gastroenterology,,Ninewells Hospital,General Surgery,working across Tayside,Ninewells Hospital,General Surgery,working across Tayside
East,ScotE09004,Ninewells Hospital,Renal Medicine,Ninewells Hospital,Renal Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Paediatrics,,Ninewells Hospital,Acute Internal Medicine,
East,ScotE09005,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Paediatrics,Ninewells Hospital,Acute Internal Medicine,,Ninewells Hospital,Renal Medicine,,Ninewells Hospital,Renal Medicine,
East,ScotE09006,Ninewells Hospital,Paediatrics,Ninewells Hospital,Acute Internal Medicine,Ninewells Hospital,Renal Medicine,Ninewells Hospital,Renal Medicine,,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside
East,ScotE09007,Ninewells Hospital,Respiratory Medicine,Ninewells Hospital,Respiratory Medicine,Ninewells Hospital,General Surgery,Ninewells Hospital,General Surgery,working across Tayside,Ninewells Hospital,Emergency Medicine,working across Tayside,Ninewells Hospital,Obstetrics and Gynaecology,
East,ScotE09008,Ninewells Hospital,General Surgery,Ninewells Hospital,General Surgery,Ninewells Hospital,Emergency Medicine,Ninewells Hospital,Obstetrics and Gynaecology,,Ninewells Hospital,Respiratory Medicine,,Ninewells Hospital,Respiratory Medicine,
East,ScotE09009,Ninewells Hospital,Emergency Medicine,Ninewells Hospital,Obstetrics and Gynaecology,Ninewells Hospital,Respiratory Medicine,Ninewells Hospital,Respiratory Medicine,,Ninewells Hospital,General Surgery,working across Tayside,Ninewells Hospital,General Surgery,working across Tayside
East,ScotE09010,Perth Royal Infirmary,General (Internal) Medicine,Perth Royal Infirmary,General (Internal) Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Obstetrics and Gynaecology,,Ninewells Hospital,Emergency Medicine,working across Tayside
East,ScotE09011,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Obstetrics and Gynaecology,Ninewells Hospital,Emergency Medicine,working across Tayside,Perth Royal Infirmary,General (Internal) Medicine,,Perth Royal Infirmary,General (Internal) Medicine,
East,ScotE09012,Ninewells Hospital,Obstetrics and Gynaecology,Ninewells Hospital,Emergency Medicine,Perth Royal Infirmary,General (Internal) Medicine,Perth Royal Infirmary,General (Internal) Medicine,,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside
East,ScotE09013,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Geriatric Medicine,,Ninewells Hospital,Geriatric Medicine,
East,ScotE09014,Ninewells Hospital,Geriatric Medicine,Ninewells Hospital,Geriatric Medicine,Ninewells Hospital,General (Internal) Medicine,Ninewells Hospital,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside,Ninewells Hospital,Trauma and Orthopaedic Surgery,working across Tayside
East,ScotE09015,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Trauma and Orthopaedic Surgery,Ninewells Hospital,Geriatric Medicine,Ninewells Hospital,Geriatric Medicine,,Ninewells Hospital,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine,Ninewells Hospital,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine
West,ScotW01001,Queen Elizabeth University Hospital,Geriatric Medicine,Queen Elizabeth University Hospital,Geriatric Medicine,Queen Elizabeth University Hospital,Intensive Care Medicine,Queen Elizabeth University Hospital,Intensive Care Medicine,,Queen Elizabeth University Hospital,General Surgery,,Queen Elizabeth University Hospital,General Surgery,
West,ScotW01002,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Geriatric Medicine,Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Intensive Care Medicine,,Queen Elizabeth University Hospital,Intensive Care Medicine,
West,ScotW01003,Queen Elizabeth University Hospital,Intensive Care Medicine,Queen Elizabeth University Hospital,Intensive Care Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,,Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Geriatric Medicine,
West,ScotW01004,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)",Queen Elizabeth University Hospital,Emergency Medicine,
West,ScotW01005,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Emergency Medicine,,Queen Elizabeth University Hospital,General (Internal) Medicine,,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)"
West,ScotW01006,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)",Queen Elizabeth University Hospital,Emergency Medicine,,Queen Elizabeth University Hospital,General (Internal) Medicine,
West,ScotW01007,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Geriatric Medicine,,Gartnavel Royal Hospital,General Psychiatry,,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)"
West,ScotW01008,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)",Queen Elizabeth University Hospital,Geriatric Medicine,,Gartnavel Royal Hospital,General Psychiatry,
West,ScotW01009,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Gartnavel Royal Hospital,General Psychiatry,,Levern Medical Group,General Practice,"Levern Medical Group, Barrhead Health & Care Centre, 213 Main Street, Barrhead, Glasgow, G78 1SW (G87165)",Queen Elizabeth University Hospital,Geriatric Medicine,
West,ScotW01010,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Braehead Medical Practice,General Practice,"Braehead Medical Practice, Renfrew Health Centre, 10 Ferry Road, Renfrew, PA4 8RU (G87697)",Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Emergency Medicine,
West,ScotW01011,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Emergency Medicine,,Braehead Medical Practice,General Practice,"Braehead Medical Practice, Renfrew Health Centre, 10 Ferry Road, Renfrew, PA4 8RU (G87697)",Queen Elizabeth University Hospital,Geriatric Medicine,
West,ScotW01012,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Emergency Medicine,,Braehead Medical Practice,General Practice,"Braehead Medical Practice, Renfrew Health Centre, 10 Ferry Road, Renfrew, PA4 8RU (G87697)"
West,ScotW01013,Queen Elizabeth University Hospital,General (Internal) Medicine,St Margaret of Scotland Hospice,Palliative medicine,Queen Elizabeth University Hospital,General Surgery,Queens Cross Medical Practice,General Practice,"Queens Cross Medical Practice, Woodside Health Centre, 891 Garscube Road, Glasgow, G20 7LR (G43218)",Leverndale Hospital,General Psychiatry,,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,
West,ScotW01014,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,St Margaret of Scotland Hospice,Palliative medicine,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,,Queens Cross Medical Practice,General Practice,"Queens Cross Medical Practice, Woodside Health Centre, 891 Garscube Road, Glasgow, G20 7LR (G43218)",Leverndale Hospital,General Psychiatry,
West,ScotW01015,St Margaret of Scotland Hospice,Palliative medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Leverndale Hospital,General Psychiatry,,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,,Queens Cross Medical Practice,General Practice,"Queens Cross Medical Practice, Woodside Health Centre, 891 Garscube Road, Glasgow, G20 7LR (G43218)"
West,ScotW02001,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Infectious Diseases,,Queen Elizabeth University Hospital,Neurosurgery,,Queen Elizabeth University Hospital,Emergency Medicine,
West,ScotW02002,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Emergency Medicine,,Queen Elizabeth University Hospital,Infectious Diseases,,Queen Elizabeth University Hospital,Neurosurgery,
West,ScotW02003,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Neurosurgery,,Queen Elizabeth University Hospital,Emergency Medicine,,Queen Elizabeth University Hospital,Infectious Diseases,
West,ScotW02004,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Geriatric Medicine,Queen Elizabeth University Hospital,General Surgery,Golden Jubilee University National  Hospital,Cardio-thoracic Surgery,,Queen Elizabeth University Hospital,Cardiology,,GUM Sandyford,Community Sexual and Reproductive Health,
West,ScotW02005,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Geriatric Medicine,GUM Sandyford,Community Sexual and Reproductive Health,,Golden Jubilee University National  Hospital,Cardio-thoracic Surgery,,Queen Elizabeth University Hospital,Cardiology,
West,ScotW02006,Queen Elizabeth University Hospital,Geriatric Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Cardiology,,GUM Sandyford,Community Sexual and Reproductive Health,,Golden Jubilee University National  Hospital,Cardio-thoracic Surgery,
